annee,dept,libelle_classe_age,patho_niv1,Npop,Ntop,prev_calculee
2016,30,de 60 à 64 ans,Cancers,1258920,24450.0,1.94
2016,30,de 60 à 64 ans,Diabète,96840,11280.0,11.65
2016,30,de 60 à 64 ans,Insuffisance rénale chronique terminale,290520,510.0,0.18
2016,30,de 60 à 64 ans,Maladies cardioneurovasculaires,1452600,33120.0,2.28
2016,30,de 60 à 64 ans,Maladies du foie ou du pancréas (hors mucoviscidose),96840,1750.0,1.81
2016,30,de 60 à 64 ans,Maladies inflammatoires ou rares ou infection VIH,968400,8780.0,0.91
2016,30,de 60 à 64 ans,Maladies neurologiques,774720,4620.0,0.6
2016,30,de 60 à 64 ans,Maladies psychiatriques,654380,13560.0,2.07
2016,30,de 60 à 64 ans,Maladies respiratoires chroniques (hors mucoviscidose),96840,7380.0,7.62
2016,30,de 65 à 69 ans,Cancers,1269840,33480.0,2.64
2016,30,de 65 à 69 ans,Diabète,97680,14560.0,14.91
2016,30,de 65 à 69 ans,Insuffisance rénale chronique terminale,293040,480.0,0.16
2016,30,de 65 à 69 ans,Maladies cardioneurovasculaires,1465200,48030.0,3.28
2016,30,de 65 à 69 ans,Maladies du foie ou du pancréas (hors mucoviscidose),97680,1650.0,1.69
2016,30,de 65 à 69 ans,Maladies inflammatoires ou rares ou infection VIH,976800,8650.0,0.89
2016,30,de 65 à 69 ans,Maladies neurologiques,781440,5880.0,0.75
2016,30,de 65 à 69 ans,Maladies psychiatriques,634920,11430.0,1.8
2016,30,de 65 à 69 ans,Maladies respiratoires chroniques (hors mucoviscidose),97680,8340.0,8.54
2016,30,de 70 à 74 ans,Cancers,945360,33000.0,3.49
2016,30,de 70 à 74 ans,Diabète,72720,12790.0,17.59
2016,30,de 70 à 74 ans,Insuffisance rénale chronique terminale,218160,520.0,0.24
2016,30,de 70 à 74 ans,Maladies cardioneurovasculaires,1090800,48710.0,4.47
2016,30,de 70 à 74 ans,Maladies du foie ou du pancréas (hors mucoviscidose),72720,1230.0,1.69
2016,30,de 70 à 74 ans,Maladies inflammatoires ou rares ou infection VIH,727200,7320.0,1.01
2016,30,de 70 à 74 ans,Maladies neurologiques,564660,6080.0,1.08
2016,30,de 70 à 74 ans,Maladies psychiatriques,436320,7630.0,1.75
2016,30,de 70 à 74 ans,Maladies respiratoires chroniques (hors mucoviscidose),72720,7090.0,9.75
2016,30,de 75 à 79 ans,Cancers,682760,27030.0,3.96
2016,30,de 75 à 79 ans,Diabète,52520,10240.0,19.5
2016,30,de 75 à 79 ans,Insuffisance rénale chronique terminale,143240,430.0,0.3
2016,30,de 75 à 79 ans,Maladies cardioneurovasculaires,787800,46910.0,5.95
2016,30,de 75 à 79 ans,Maladies du foie ou du pancréas (hors mucoviscidose),52520,930.0,1.77
2016,30,de 75 à 79 ans,Maladies inflammatoires ou rares ou infection VIH,510880,5540.0,1.08
2016,30,de 75 à 79 ans,Maladies neurologiques,420160,8370.0,1.99
2016,30,de 75 à 79 ans,Maladies psychiatriques,303180,6060.0,2.0
2016,30,de 75 à 79 ans,Maladies respiratoires chroniques (hors mucoviscidose),52520,5890.0,11.21
2016,30,de 80 à 84 ans,Cancers,599140,24920.0,4.16
2016,30,de 80 à 84 ans,Diabète,46090,9360.0,20.31
2016,30,de 80 à 84 ans,Insuffisance rénale chronique terminale,92180,420.0,0.46
2016,30,de 80 à 84 ans,Maladies cardioneurovasculaires,691350,55820.0,8.07
2016,30,de 80 à 84 ans,Maladies du foie ou du pancréas (hors mucoviscidose),46090,720.0,1.56
2016,30,de 80 à 84 ans,Maladies inflammatoires ou rares ou infection VIH,437860,4800.0,1.1
2016,30,de 80 à 84 ans,Maladies neurologiques,312800,12170.0,3.89
2016,30,de 80 à 84 ans,Maladies psychiatriques,266710,5640.0,2.11
2016,30,de 80 à 84 ans,Maladies respiratoires chroniques (hors mucoviscidose),46090,5840.0,12.67
2016,30,de 85 à 89 ans,Cancers,430040,18630.0,4.33
2016,30,de 85 à 89 ans,Diabète,33080,6230.0,18.83
2016,30,de 85 à 89 ans,Insuffisance rénale chronique terminale,66160,340.0,0.51
2016,30,de 85 à 89 ans,Maladies cardioneurovasculaires,496200,49230.0,9.92
2016,30,de 85 à 89 ans,Maladies du foie ou du pancréas (hors mucoviscidose),33080,510.0,1.54
2016,30,de 85 à 89 ans,Maladies inflammatoires ou rares ou infection VIH,291660,3390.0,1.16
2016,30,de 85 à 89 ans,Maladies neurologiques,225500,14120.0,6.26
2016,30,de 85 à 89 ans,Maladies psychiatriques,165400,4610.0,2.79
2016,30,de 85 à 89 ans,Maladies respiratoires chroniques (hors mucoviscidose),33080,4040.0,12.21
2016,30,de 90 à 94 ans,Cancers,201600,8360.0,4.15
2016,30,de 90 à 94 ans,Diabète,16800,2560.0,15.24
2016,30,de 90 à 94 ans,Insuffisance rénale chronique terminale,21660,100.0,0.46
2016,30,de 90 à 94 ans,Maladies cardioneurovasculaires,249570,29160.0,11.68
2016,30,de 90 à 94 ans,Maladies du foie ou du pancréas (hors mucoviscidose),16800,170.0,1.01
2016,30,de 90 à 94 ans,Maladies inflammatoires ou rares ou infection VIH,121140,1150.0,0.95
2016,30,de 90 à 94 ans,Maladies neurologiques,92400,9580.0,10.37
2016,30,de 90 à 94 ans,Maladies psychiatriques,64770,2340.0,3.61
2016,30,de 90 à 94 ans,Maladies respiratoires chroniques (hors mucoviscidose),16800,1940.0,11.55
2016,30,plus de 95 ans,Cancers,52580,2390.0,4.55
2016,30,plus de 95 ans,Diabète,5320,560.0,10.53
2016,30,plus de 95 ans,Maladies cardioneurovasculaires,73860,9690.0,13.12
2016,30,plus de 95 ans,Maladies du foie ou du pancréas (hors mucoviscidose),4700,70.0,1.49
2016,30,plus de 95 ans,Maladies inflammatoires ou rares ou infection VIH,18800,220.0,1.17
2016,30,plus de 95 ans,Maladies neurologiques,21280,3290.0,15.46
2016,30,plus de 95 ans,Maladies psychiatriques,18000,710.0,3.94
2016,30,plus de 95 ans,Maladies respiratoires chroniques (hors mucoviscidose),5320,550.0,10.34
2016,30,tous âges,Cancers,19094660,223200.0,1.17
2016,30,tous âges,Diabète,1468820,87820.0,5.98
2016,30,tous âges,Insuffisance rénale chronique terminale,5875280,4200.0,0.07
2016,30,tous âges,Maladies cardioneurovasculaires,22032300,379940.0,1.72
2016,30,tous âges,Maladies du foie ou du pancréas (hors mucoviscidose),1468820,13520.0,0.92
2016,30,tous âges,Maladies inflammatoires ou rares ou infection VIH,16157020,82480.0,0.51
2016,30,tous âges,Maladies neurologiques,11750560,87660.0,0.75
2016,30,tous âges,Maladies psychiatriques,10281740,137270.0,1.34
2016,30,tous âges,Maladies respiratoires chroniques (hors mucoviscidose),1468820,83120.0,5.66
2016,31,de 0 à 4 ans,Cancers,466920,260.0,0.06
2016,31,de 0 à 4 ans,Diabète,155640,70.0,0.04
2016,31,de 0 à 4 ans,Maladies cardioneurovasculaires,1207080,1300.0,0.11
2016,31,de 0 à 4 ans,Maladies du foie ou du pancréas (hors mucoviscidose),117600,30.0,0.03
2016,31,de 0 à 4 ans,Maladies inflammatoires ou rares ou infection VIH,1205340,1190.0,0.1
2016,31,de 0 à 4 ans,Maladies neurologiques,622560,1130.0,0.18
2016,31,de 0 à 4 ans,Maladies psychiatriques,584520,1360.0,0.23
2016,31,de 0 à 4 ans,Maladies respiratoires chroniques (hors mucoviscidose),155640,19910.0,12.79
2016,31,de 10 à 14 ans,Cancers,587120,650.0,0.11
2016,31,de 10 à 14 ans,Diabète,146780,360.0,0.25
2016,31,de 10 à 14 ans,Maladies cardioneurovasculaires,844990,920.0,0.11
2016,31,de 10 à 14 ans,Maladies du foie ou du pancréas (hors mucoviscidose),146780,70.0,0.05
2016,31,de 10 à 14 ans,Maladies inflammatoires ou rares ou infection VIH,1102860,1320.0,0.12
2016,31,de 10 à 14 ans,Maladies neurologiques,698210,1890.0,0.27
2016,31,de 10 à 14 ans,Maladies psychiatriques,918380,5400.0,0.59
2016,31,de 10 à 14 ans,Maladies respiratoires chroniques (hors mucoviscidose),146780,6450.0,4.39
2016,31,de 15 à 19 ans,Cancers,586160,870.0,0.15
2016,31,de 15 à 19 ans,Diabète,146540,500.0,0.34
2016,31,de 15 à 19 ans,Insuffisance rénale chronique terminale,73270,10.0,0.01
2016,31,de 15 à 19 ans,Maladies cardioneurovasculaires,952510,1170.0,0.12
2016,31,de 15 à 19 ans,Maladies du foie ou du pancréas (hors mucoviscidose),146540,160.0,0.11
2016,31,de 15 à 19 ans,Maladies inflammatoires ou rares ou infection VIH,1429170,1840.0,0.13
2016,31,de 15 à 19 ans,Maladies neurologiques,732700,1980.0,0.27
2016,31,de 15 à 19 ans,Maladies psychiatriques,1025780,7270.0,0.71
2016,31,de 15 à 19 ans,Maladies respiratoires chroniques (hors mucoviscidose),146540,4030.0,2.75
2016,31,de 20 à 24 ans,Cancers,672800,1600.0,0.24
2016,31,de 20 à 24 ans,Diabète,168200,660.0,0.39
2016,31,de 20 à 24 ans,Insuffisance rénale chronique terminale,84100,10.0,0.01
2016,31,de 20 à 24 ans,Maladies cardioneurovasculaires,1385240,1730.0,0.12
2016,31,de 20 à 24 ans,Maladies du foie ou du pancréas (hors mucoviscidose),168200,280.0,0.17
2016,31,de 20 à 24 ans,Maladies inflammatoires ou rares ou infection VIH,1726460,3250.0,0.19
2016,31,de 20 à 24 ans,Maladies neurologiques,1009200,2590.0,0.26
2016,31,de 20 à 24 ans,Maladies psychiatriques,1177400,8110.0,0.69
2016,31,de 20 à 24 ans,Maladies respiratoires chroniques (hors mucoviscidose),168200,3510.0,2.09
2016,31,de 25 à 29 ans,Cancers,1031820,3500.0,0.34
2016,31,de 25 à 29 ans,Diabète,186040,940.0,0.51
2016,31,de 25 à 29 ans,Insuffisance rénale chronique terminale,274760,80.0,0.03
2016,31,de 25 à 29 ans,Maladies cardioneurovasculaires,1811740,1980.0,0.11
2016,31,de 25 à 29 ans,Maladies du foie ou du pancréas (hors mucoviscidose),186040,500.0,0.27
2016,31,de 25 à 29 ans,Maladies inflammatoires ou rares ou infection VIH,1997780,5590.0,0.28
2016,31,de 25 à 29 ans,Maladies neurologiques,1116240,3150.0,0.28
2016,31,de 25 à 29 ans,Maladies psychiatriques,1302280,9500.0,0.73
2016,31,de 25 à 29 ans,Maladies respiratoires chroniques (hors mucoviscidose),186040,4080.0,2.19
2016,31,de 30 à 34 ans,Cancers,1306680,5790.0,0.44
2016,31,de 30 à 34 ans,Diabète,185110,1360.0,0.73
2016,31,de 30 à 34 ans,Insuffisance rénale chronique terminale,462780,210.0,0.05
2016,31,de 30 à 34 ans,Maladies cardioneurovasculaires,2173690,2720.0,0.13
2016,31,de 30 à 34 ans,Maladies du foie ou du pancréas (hors mucoviscidose),185110,650.0,0.35
2016,31,de 30 à 34 ans,Maladies inflammatoires ou rares ou infection VIH,1851100,7110.0,0.38
2016,31,de 30 à 34 ans,Maladies neurologiques,1110660,3370.0,0.3
2016,31,de 30 à 34 ans,Maladies psychiatriques,1295770,11340.0,0.88
2016,31,de 30 à 34 ans,Maladies respiratoires chroniques (hors mucoviscidose),185110,5040.0,2.72
2016,31,de 35 à 39 ans,Cancers,1557190,7550.0,0.48
2016,31,de 35 à 39 ans,Diabète,182620,1820.0,1.0
2016,31,de 35 à 39 ans,Insuffisance rénale chronique terminale,501590,260.0,0.05
2016,31,de 35 à 39 ans,Maladies cardioneurovasculaires,2372830,3930.0,0.17
2016,31,de 35 à 39 ans,Maladies du foie ou du pancréas (hors mucoviscidose),182620,900.0,0.49
2016,31,de 35 à 39 ans,Maladies inflammatoires ou rares ou infection VIH,1917510,8110.0,0.42
2016,31,de 35 à 39 ans,Maladies neurologiques,1233300,3970.0,0.32
2016,31,de 35 à 39 ans,Maladies psychiatriques,1278340,13140.0,1.03
2016,31,de 35 à 39 ans,Maladies respiratoires chroniques (hors mucoviscidose),182620,5420.0,2.97
2016,31,de 40 à 44 ans,Cancers,1722450,10410.0,0.6
2016,31,de 40 à 44 ans,Diabète,176480,2580.0,1.46
2016,31,de 40 à 44 ans,Insuffisance rénale chronique terminale,529440,350.0,0.07
2016,31,de 40 à 44 ans,Maladies cardioneurovasculaires,2381300,6710.0,0.28
2016,31,de 40 à 44 ans,Maladies du foie ou du pancréas (hors mucoviscidose),176480,1120.0,0.63
2016,31,de 40 à 44 ans,Maladies inflammatoires ou rares ou infection VIH,1764800,8610.0,0.49
2016,31,de 40 à 44 ans,Maladies neurologiques,1280070,4060.0,0.32
2016,31,de 40 à 44 ans,Maladies psychiatriques,1235360,15880.0,1.29
2016,31,de 40 à 44 ans,Maladies respiratoires chroniques (hors mucoviscidose),176480,5920.0,3.35
2016,31,de 45 à 49 ans,Cancers,2179690,14370.0,0.66
2016,31,de 45 à 49 ans,Diabète,177670,4200.0,2.36
2016,31,de 45 à 49 ans,Insuffisance rénale chronique terminale,487520,370.0,0.08
2016,31,de 45 à 49 ans,Maladies cardioneurovasculaires,2619560,12400.0,0.47
2016,31,de 45 à 49 ans,Maladies du foie ou du pancréas (hors mucoviscidose),177670,1470.0,0.83
2016,31,de 45 à 49 ans,Maladies inflammatoires ou rares ou infection VIH,1776700,10250.0,0.58
2016,31,de 45 à 49 ans,Maladies neurologiques,1375870,5110.0,0.37
2016,31,de 45 à 49 ans,Maladies psychiatriques,1243690,18960.0,1.52
2016,31,de 45 à 49 ans,Maladies respiratoires chroniques (hors mucoviscidose),177670,6840.0,3.85
2016,31,de 5 à 9 ans,Cancers,629960,580.0,0.09
2016,31,de 5 à 9 ans,Diabète,157490,200.0,0.13
2016,31,de 5 à 9 ans,Maladies cardioneurovasculaires,906440,1090.0,0.12
2016,31,de 5 à 9 ans,Maladies du foie ou du pancréas (hors mucoviscidose),157490,50.0,0.03
2016,31,de 5 à 9 ans,Maladies inflammatoires ou rares ou infection VIH,1261670,1640.0,0.13
2016,31,de 5 à 9 ans,Maladies neurologiques,670210,1900.0,0.28
2016,31,de 5 à 9 ans,Maladies psychiatriques,827700,3860.0,0.47
2016,31,de 5 à 9 ans,Maladies respiratoires chroniques (hors mucoviscidose),157490,10450.0,6.64
2016,31,de 50 à 54 ans,Cancers,2296060,21140.0,0.92
2016,31,de 50 à 54 ans,Diabète,176620,7060.0,4.0
2016,31,de 50 à 54 ans,Insuffisance rénale chronique terminale,529860,540.0,0.1
2016,31,de 50 à 54 ans,Maladies cardioneurovasculaires,2649300,21660.0,0.82
2016,31,de 50 à 54 ans,Maladies du foie ou du pancréas (hors mucoviscidose),176620,2280.0,1.29
2016,31,de 50 à 54 ans,Maladies inflammatoires ou rares ou infection VIH,1766200,11680.0,0.66
2016,31,de 50 à 54 ans,Maladies neurologiques,1412960,5790.0,0.41
2016,31,de 50 à 54 ans,Maladies psychiatriques,1236340,20980.0,1.7
2016,31,de 50 à 54 ans,Maladies respiratoires chroniques (hors mucoviscidose),176620,8230.0,4.66
2016,31,de 55 à 59 ans,Cancers,2024880,27290.0,1.35
2016,31,de 55 à 59 ans,Diabète,155760,10390.0,6.67
2016,31,de 55 à 59 ans,Insuffisance rénale chronique terminale,467280,570.0,0.12
2016,31,de 55 à 59 ans,Maladies cardioneurovasculaires,2336400,31760.0,1.36
2016,31,de 55 à 59 ans,Maladies du foie ou du pancréas (hors mucoviscidose),155760,2380.0,1.53
2016,31,de 55 à 59 ans,Maladies inflammatoires ou rares ou infection VIH,1557600,10860.0,0.7
2016,31,de 55 à 59 ans,Maladies neurologiques,1246080,5830.0,0.47
2016,31,de 55 à 59 ans,Maladies psychiatriques,1012440,18550.0,1.83
2016,31,de 55 à 59 ans,Maladies respiratoires chroniques (hors mucoviscidose),155760,8720.0,5.6
2016,31,de 60 à 64 ans,Cancers,1790520,34740.0,1.94
2016,31,de 60 à 64 ans,Diabète,137730,13740.0,9.98
2016,31,de 60 à 64 ans,Insuffisance rénale chronique terminale,413190,590.0,0.14
2016,31,de 60 à 64 ans,Maladies cardioneurovasculaires,2065950,42690.0,2.07
2016,31,de 60 à 64 ans,Maladies du foie ou du pancréas (hors mucoviscidose),137730,2130.0,1.55
2016,31,de 60 à 64 ans,Maladies inflammatoires ou rares ou infection VIH,1377300,9880.0,0.72
2016,31,de 60 à 64 ans,Maladies neurologiques,1101840,6130.0,0.56
2016,31,de 60 à 64 ans,Maladies psychiatriques,931030,16770.0,1.8
2016,31,de 60 à 64 ans,Maladies respiratoires chroniques (hors mucoviscidose),137730,10060.0,7.3
2016,31,de 65 à 69 ans,Cancers,1700240,45670.0,2.69
2016,31,de 65 à 69 ans,Diabète,130790,16910.0,12.93
2016,31,de 65 à 69 ans,Insuffisance rénale chronique terminale,392370,700.0,0.18
2016,31,de 65 à 69 ans,Maladies cardioneurovasculaires,1961850,56720.0,2.89
2016,31,de 65 à 69 ans,Maladies du foie ou du pancréas (hors mucoviscidose),130790,2000.0,1.53
2016,31,de 65 à 69 ans,Maladies inflammatoires ou rares ou infection VIH,1307900,9510.0,0.73
2016,31,de 65 à 69 ans,Maladies neurologiques,1046320,6910.0,0.66
2016,31,de 65 à 69 ans,Maladies psychiatriques,784740,13780.0,1.76
2016,31,de 65 à 69 ans,Maladies respiratoires chroniques (hors mucoviscidose),130790,10790.0,8.25
2016,31,de 70 à 74 ans,Cancers,1252420,44870.0,3.58
2016,31,de 70 à 74 ans,Diabète,96340,15110.0,15.68
2016,31,de 70 à 74 ans,Insuffisance rénale chronique terminale,289020,740.0,0.26
2016,31,de 70 à 74 ans,Maladies cardioneurovasculaires,1445100,59210.0,4.1
2016,31,de 70 à 74 ans,Maladies du foie ou du pancréas (hors mucoviscidose),96340,1690.0,1.75
2016,31,de 70 à 74 ans,Maladies inflammatoires ou rares ou infection VIH,963400,7920.0,0.82
2016,31,de 70 à 74 ans,Maladies neurologiques,770720,8210.0,1.07
2016,31,de 70 à 74 ans,Maladies psychiatriques,626210,9930.0,1.59
2016,31,de 70 à 74 ans,Maladies respiratoires chroniques (hors mucoviscidose),96340,9200.0,9.55
2016,31,de 75 à 79 ans,Cancers,921960,37710.0,4.09
2016,31,de 75 à 79 ans,Diabète,70920,12560.0,17.71
2016,31,de 75 à 79 ans,Insuffisance rénale chronique terminale,212760,680.0,0.32
2016,31,de 75 à 79 ans,Maladies cardioneurovasculaires,1063800,60740.0,5.71
2016,31,de 75 à 79 ans,Maladies du foie ou du pancréas (hors mucoviscidose),70920,1240.0,1.75
2016,31,de 75 à 79 ans,Maladies inflammatoires ou rares ou infection VIH,689670,6680.0,0.97
2016,31,de 75 à 79 ans,Maladies neurologiques,567360,10600.0,1.87
2016,31,de 75 à 79 ans,Maladies psychiatriques,425520,8380.0,1.97
2016,31,de 75 à 79 ans,Maladies respiratoires chroniques (hors mucoviscidose),70920,7680.0,10.83
2016,31,de 80 à 84 ans,Cancers,847440,37890.0,4.47
2016,31,de 80 à 84 ans,Diabète,65190,12400.0,19.02
2016,31,de 80 à 84 ans,Insuffisance rénale chronique terminale,130380,540.0,0.41
2016,31,de 80 à 84 ans,Maladies cardioneurovasculaires,977850,75080.0,7.68
2016,31,de 80 à 84 ans,Maladies du foie ou du pancréas (hors mucoviscidose),65190,1080.0,1.66
2016,31,de 80 à 84 ans,Maladies inflammatoires ou rares ou infection VIH,632900,6620.0,1.05
2016,31,de 80 à 84 ans,Maladies neurologiques,494340,17420.0,3.52
2016,31,de 80 à 84 ans,Maladies psychiatriques,423740,9380.0,2.21
2016,31,de 80 à 84 ans,Maladies respiratoires chroniques (hors mucoviscidose),65190,7940.0,12.18
2016,31,de 85 à 89 ans,Cancers,618180,28180.0,4.56
2016,31,de 85 à 89 ans,Diabète,47550,8560.0,18.0
2016,31,de 85 à 89 ans,Insuffisance rénale chronique terminale,95100,440.0,0.46
2016,31,de 85 à 89 ans,Maladies cardioneurovasculaires,713250,72630.0,10.18
2016,31,de 85 à 89 ans,Maladies du foie ou du pancréas (hors mucoviscidose),47550,820.0,1.72
2016,31,de 85 à 89 ans,Maladies inflammatoires ou rares ou infection VIH,419300,4400.0,1.05
2016,31,de 85 à 89 ans,Maladies neurologiques,347970,20530.0,5.9
2016,31,de 85 à 89 ans,Maladies psychiatriques,285290,8080.0,2.83
2016,31,de 85 à 89 ans,Maladies respiratoires chroniques (hors mucoviscidose),47550,6280.0,13.21
2016,31,de 90 à 94 ans,Cancers,314020,14060.0,4.48
2016,31,de 90 à 94 ans,Diabète,25560,3680.0,14.4
2016,31,de 90 à 94 ans,Insuffisance rénale chronique terminale,51120,240.0,0.47
2016,31,de 90 à 94 ans,Maladies cardioneurovasculaires,383400,45580.0,11.89
2016,31,de 90 à 94 ans,Maladies du foie ou du pancréas (hors mucoviscidose),25560,320.0,1.25
2016,31,de 90 à 94 ans,Maladies inflammatoires ou rares ou infection VIH,188050,2010.0,1.07
2016,31,de 90 à 94 ans,Maladies neurologiques,162490,15070.0,9.27
2016,31,de 90 à 94 ans,Maladies psychiatriques,124150,4900.0,3.95
2016,31,de 90 à 94 ans,Maladies respiratoires chroniques (hors mucoviscidose),25560,3240.0,12.68
2016,31,plus de 95 ans,Cancers,82910,4110.0,4.96
2016,31,plus de 95 ans,Diabète,8380,890.0,10.62
2016,31,plus de 95 ans,Maladies cardioneurovasculaires,123920,15710.0,12.68
2016,31,plus de 95 ans,Maladies du foie ou du pancréas (hors mucoviscidose),8380,80.0,0.95
2016,31,plus de 95 ans,Maladies inflammatoires ou rares ou infection VIH,31740,430.0,1.35
2016,31,plus de 95 ans,Maladies neurologiques,37710,5590.0,14.82
2016,31,plus de 95 ans,Maladies psychiatriques,32630,1480.0,4.54
2016,31,plus de 95 ans,Maladies respiratoires chroniques (hors mucoviscidose),8380,1040.0,12.41
2016,31,tous âges,Cancers,33766040,341370.0,1.01
2016,31,tous âges,Diabète,2597390,113960.0,4.39
2016,31,tous âges,Insuffisance rénale chronique terminale,10389560,6620.0,0.06
2016,31,tous âges,Maladies cardioneurovasculaires,38960850,515970.0,1.32
2016,31,tous âges,Maladies du foie ou du pancréas (hors mucoviscidose),2597390,19280.0,0.74
2016,31,tous âges,Maladies inflammatoires ou rares ou infection VIH,28571290,119090.0,0.42
2016,31,tous âges,Maladies neurologiques,20779120,131430.0,0.63
2016,31,tous âges,Maladies psychiatriques,18181730,207170.0,1.14
2016,31,tous âges,Maladies respiratoires chroniques (hors mucoviscidose),2597390,144800.0,5.57
2016,32,de 0 à 4 ans,Maladies cardioneurovasculaires,32280,140.0,0.43
2016,32,de 0 à 4 ans,Maladies inflammatoires ou rares ou infection VIH,24210,70.0,0.29
2016,32,de 0 à 4 ans,Maladies neurologiques,24210,80.0,0.33
2016,32,de 0 à 4 ans,Maladies psychiatriques,24580,90.0,0.37
2016,32,de 0 à 4 ans,Maladies respiratoires chroniques (hors mucoviscidose),16140,1280.0,7.93
2016,32,de 10 à 14 ans,Cancers,19840,20.0,0.1
2016,32,de 10 à 14 ans,Diabète,15060,30.0,0.2
2016,32,de 10 à 14 ans,Maladies cardioneurovasculaires,19830,40.0,0.2
2016,32,de 10 à 14 ans,Maladies inflammatoires ou rares ou infection VIH,24980,40.0,0.16
2016,32,de 10 à 14 ans,Maladies neurologiques,49580,270.0,0.54
2016,32,de 10 à 14 ans,Maladies psychiatriques,74190,580.0,0.78
2016,32,de 10 à 14 ans,Maladies respiratoires chroniques (hors mucoviscidose),19830,860.0,4.34
2016,32,de 15 à 19 ans,Diabète,20400,70.0,0.34
2016,32,de 15 à 19 ans,Maladies cardioneurovasculaires,40800,110.0,0.27
2016,32,de 15 à 19 ans,Maladies inflammatoires ou rares ou infection VIH,40800,90.0,0.22
2016,32,de 15 à 19 ans,Maladies neurologiques,51000,330.0,0.65
2016,32,de 15 à 19 ans,Maladies psychiatriques,127530,1010.0,0.79
2016,32,de 15 à 19 ans,Maladies respiratoires chroniques (hors mucoviscidose),20400,740.0,3.63
2016,32,de 20 à 24 ans,Cancers,15940,30.0,0.19
2016,32,de 20 à 24 ans,Diabète,15930,80.0,0.5
2016,32,de 20 à 24 ans,Maladies cardioneurovasculaires,23900,60.0,0.25
2016,32,de 20 à 24 ans,Maladies inflammatoires ou rares ou infection VIH,51780,230.0,0.44
2016,32,de 20 à 24 ans,Maladies neurologiques,31860,190.0,0.6
2016,32,de 20 à 24 ans,Maladies psychiatriques,95590,690.0,0.72
2016,32,de 20 à 24 ans,Maladies respiratoires chroniques (hors mucoviscidose),15930,410.0,2.57
2016,32,de 25 à 29 ans,Cancers,56580,270.0,0.48
2016,32,de 25 à 29 ans,Diabète,16100,100.0,0.62
2016,32,de 25 à 29 ans,Maladies cardioneurovasculaires,44390,160.0,0.36
2016,32,de 25 à 29 ans,Maladies du foie ou du pancréas (hors mucoviscidose),8050,20.0,0.25
2016,32,de 25 à 29 ans,Maladies inflammatoires ou rares ou infection VIH,56350,310.0,0.55
2016,32,de 25 à 29 ans,Maladies neurologiques,60260,320.0,0.53
2016,32,de 25 à 29 ans,Maladies psychiatriques,104420,840.0,0.8
2016,32,de 25 à 29 ans,Maladies respiratoires chroniques (hors mucoviscidose),16100,440.0,2.73
2016,32,de 30 à 34 ans,Cancers,65910,350.0,0.53
2016,32,de 30 à 34 ans,Diabète,17520,190.0,1.08
2016,32,de 30 à 34 ans,Maladies cardioneurovasculaires,57150,240.0,0.42
2016,32,de 30 à 34 ans,Maladies du foie ou du pancréas (hors mucoviscidose),12930,50.0,0.39
2016,32,de 30 à 34 ans,Maladies inflammatoires ou rares ou infection VIH,109710,580.0,0.53
2016,32,de 30 à 34 ans,Maladies neurologiques,52560,340.0,0.65
2016,32,de 30 à 34 ans,Maladies psychiatriques,96360,1230.0,1.28
2016,32,de 30 à 34 ans,Maladies respiratoires chroniques (hors mucoviscidose),17520,550.0,3.14
2016,32,de 35 à 39 ans,Cancers,85880,610.0,0.71
2016,32,de 35 à 39 ans,Diabète,19000,160.0,0.84
2016,32,de 35 à 39 ans,Maladies cardioneurovasculaires,99180,340.0,0.34
2016,32,de 35 à 39 ans,Maladies du foie ou du pancréas (hors mucoviscidose),19000,90.0,0.47
2016,32,de 35 à 39 ans,Maladies inflammatoires ou rares ou infection VIH,114380,670.0,0.59
2016,32,de 35 à 39 ans,Maladies neurologiques,71060,430.0,0.61
2016,32,de 35 à 39 ans,Maladies psychiatriques,109060,1460.0,1.34
2016,32,de 35 à 39 ans,Maladies respiratoires chroniques (hors mucoviscidose),19000,560.0,2.95
2016,32,de 40 à 44 ans,Cancers,120500,1120.0,0.93
2016,32,de 40 à 44 ans,Diabète,21650,340.0,1.57
2016,32,de 40 à 44 ans,Maladies cardioneurovasculaires,173180,750.0,0.43
2016,32,de 40 à 44 ans,Maladies du foie ou du pancréas (hors mucoviscidose),21650,120.0,0.55
2016,32,de 40 à 44 ans,Maladies inflammatoires ou rares ou infection VIH,146360,840.0,0.57
2016,32,de 40 à 44 ans,Maladies neurologiques,91770,520.0,0.57
2016,32,de 40 à 44 ans,Maladies psychiatriques,129900,1910.0,1.47
2016,32,de 40 à 44 ans,Maladies respiratoires chroniques (hors mucoviscidose),21650,800.0,3.7
2016,32,de 45 à 49 ans,Cancers,200000,1780.0,0.89
2016,32,de 45 à 49 ans,Diabète,24920,580.0,2.33
2016,32,de 45 à 49 ans,Insuffisance rénale chronique terminale,12460,20.0,0.16
2016,32,de 45 à 49 ans,Maladies cardioneurovasculaires,267730,1910.0,0.71
2016,32,de 45 à 49 ans,Maladies du foie ou du pancréas (hors mucoviscidose),24920,250.0,1.0
2016,32,de 45 à 49 ans,Maladies inflammatoires ou rares ou infection VIH,199040,1370.0,0.69
2016,32,de 45 à 49 ans,Maladies neurologiques,112140,800.0,0.71
2016,32,de 45 à 49 ans,Maladies psychiatriques,149520,2920.0,1.95
2016,32,de 45 à 49 ans,Maladies respiratoires chroniques (hors mucoviscidose),24920,1100.0,4.41
